,index,text,language,created_at,location,fav_count,followers_count
6721,7835,RT @Waleedalmakhlef: Lish Tazal to stop us with Saudi Arabia Lies your ugly face to tell us .. All of us with Saudi Arabia jealousy lest you .. Make what delivers you Shi ...,ar,Wed Oct 24 17:10:02 +0000 2018,,1404,1125
6722,7836,@PUBG FIX YOUR SHIT,en,Wed Oct 24 17:10:02 +0000 2018,,29,66
6723,7837,"RT @jorgeramosnews: I repeat. The government of @epn, the governor of Chiapas, companies and NGOs should offer buses to migrants ce ...",es,Wed Oct 24 17:10:02 +0000 2018,,327,219
6724,7838,RT @ hb_3455: ⠀ ⠀ ⠀ ㅤ ㅤ ㅤ ㅤ ⠀ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ⠀. I gave everyone (last chance !!). ⠀⠀ ㅤ https://t.co/lfDt9EcyPt,ko,Wed Oct 24 17:10:02 +0000 2018,♛ ويـــــــلان,51,7083
6725,7839,I&#39;m cooking with monkey at full volume oof,es,Wed Oct 24 17:10:02 +0000 2018,,32336,1069
6726,7840,@ PerePau22 @ 88Usuari @ 324cat @SergiCastanye Academy also for religion or theology that is not a common benefit either.,ca,Wed Oct 24 17:10:02 +0000 2018,Entre Catalunya i Àustria ,73148,1383
6727,7841,RT @ ZaferBJK_1903: Millions of fans watching Yusuf Namoğlu on the state channel. Millions of Namo Milyon,tr,Wed Oct 24 17:10:02 +0000 2018,"İstanbul, Türkiye",1337,1423
6728,7842,"Du&#39;aa al-Sujud: Subhan al-jibroot, kingdom, pride and greatness https://t.co/2LvdJ5UsTS",ar,Wed Oct 24 17:10:02 +0000 2018,كن ايجابيا ,3,59
6729,7845,What’s plaguing glass #recycling in the Northeast. https://t.co/MOJ8yPURAf https://t.co/TmcMHWfMsN,en,Wed Oct 24 17:10:02 +0000 2018,"Portland, OR",776,13329
6730,7846,@LOLBOOKcom My Prince does the same thing 😂🤣 https://t.co/P39BxibLBH,en,Wed Oct 24 17:10:02 +0000 2018,Canada/Jamaica,23950,879
6731,7847,Love Broomball? Like to party? So do the Switzerland Broomballers! Listen to our latest episode to hear about their… https://t.co/PHBFfB5hVR,en,Wed Oct 24 17:10:02 +0000 2018,,81,85
6732,7848,Invasion has a lot of financial help! https://t.co/gTk8AWpopa,en,Wed Oct 24 17:10:02 +0000 2018,USA,22615,644
6733,7849,"RT @mayacalado: They just tried to kidnap my sister, on the way back from college .... In the street bacairis, almost in front of the brick building ...",pt,Wed Oct 24 17:10:02 +0000 2018,"Lourinhã, Portugal",4358,146
6734,7851,"TOP TIP FOR GROOMS ""Don’t leave your speech writing to the morning of your wedding!! Enjoy the day but make a whole… https://t.co/ALjvjnF30W",en,Wed Oct 24 17:10:02 +0000 2018,"Gwinear, Hayle TR27 5LA, UK",4616,1021
6735,7853,"RT @SwetaSinghAjT: The way in which the number of madrassas has increased year after year, did our Gurukulas get attention? come…","RT @SwetaSinghAjT: The way in which the number of madrassas has increased year after year, did our Gurukulas get attention? come…",Wed Oct 24 17:10:03 +0000 2018,Damoh ,4048,105
6736,7854,RT @ habakanisun: The honorable speech where the critical came out after confession https://t.co/gpDtHBoHWx,ja,Wed Oct 24 17:10:03 +0000 2018,カズキングダム,52004,356
6737,7855,Yes 1 donut!,ja,Wed Oct 24 17:10:03 +0000 2018,,0,115
6738,7856,RT @lovable_hb: 181024 StarLoad # Hanbin # Dissolution https://t.co/rsN4j41mQ9 https://t.co/TKkbkRaT0S,ko,Wed Oct 24 17:10:03 +0000 2018,,3014,152
6739,7857,RT @RM_MOZZI: I&#39;m crying again as soon as I wake up ... Congratulations on Jun-ah. ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠㅠ ㅠㅠ ㅠ ㅠ ㅠ https://t.co/RVCZh9dgPY,ko,Wed Oct 24 17:10:03 +0000 2018,,25681,166
6740,7858,"Sometimes i wonder, do you miss me?",en,Wed Oct 24 17:10:03 +0000 2018,"Medan Johor, Indonesia",126,552
6741,7859,RT @ShopeeTH: * Star + Fate + Starbucks Starbucks (5 awards) Do not forget to shop with a Shop 11.11 Big Sale discount all bangs starting at 11.-date ...,th,Wed Oct 24 17:10:03 +0000 2018,ประเทศไทย,13820,7
6742,7860,"RT @DannyNineEight: If you’re a California resident and are planning to vote but have trouble understanding each proposition, I’m making th…",en,Wed Oct 24 17:10:03 +0000 2018,,13809,464
6743,7861,RT @SunaVarol_: I congratulate the winners of the &quot;Donkey Oscar Award&quot; of 2018 ...,tr,Wed Oct 24 17:10:03 +0000 2018,,173,13
6744,7862,@ DAZ 3 l Vtnl 18 t Q 4 C Mr. Gripen Penny (▿ ▿ * *),ja,Wed Oct 24 17:10:03 +0000 2018,ハイカラシティ,1296,26
6745,7863,RT @ kopiJd: I bought a guy who was taught me to become a former follower! ! Cute I like it ☺ ️ https://t.co/CGebtosAoU,ja,Wed Oct 24 17:10:03 +0000 2018,,1422,26
6746,7864,CALENDAR of DC premieres - WONDER WOMAN 84 is delayed | Freak Zone: https://t.co/sEwnNOIDak via @YouTube,es,Wed Oct 24 17:10:03 +0000 2018,"Corrientes, Argentina",6616,1234
6747,7865,RT @ARMYaBTS: @ppodmkzzchimmy #Vlive Award Winners are now aired. See you again. #BTS https://t.co/VmFAWItftZ,th,Wed Oct 24 17:10:03 +0000 2018,"Phra Nakhon, Bangkok",13522,14947
6748,7866,RT @SexVixxxen: Hey guys I'm so glad you came and hung out with me tonight! Thank you so much for everything!! THANK YOU TO TODAY'S HIGHTIP…,en,Wed Oct 24 17:10:03 +0000 2018,United States,8238,2767
6749,7867,RT @ Nanaaa__18: I want to get into a comparsa just to get out in guacherna🤷🏻♀️,es,Wed Oct 24 17:10:03 +0000 2018,,533,456
6750,7868,MY BABIEESJSJSJDJDJDJJDJDJD,it,Wed Oct 24 17:10:03 +0000 2018,"Los Angeles, CA",13589,1149
6751,7869,@neiljmcevoy So where would Plaid stick our mud from nuclear sites?,en,Wed Oct 24 17:10:03 +0000 2018,"location? undercover, natch",2083,242
6752,7870,"RT @w_terrence: So first an explosive package was sent to Soros and now Obama and the Clintons.

Am I the only one that think this don’t so…",en,Wed Oct 24 17:10:03 +0000 2018,"Boston, MA",7526,158
6753,7871,RT @pazmipez: #Pazmipez https://t.co/mWHghJk98z,und,Wed Oct 24 17:10:03 +0000 2018,"Manizales, Colombia",9641,144
6754,7872,@sh_yagh Bkra her school,ar,Wed Oct 24 17:10:03 +0000 2018,Madina,80,74
6755,7873,RT @ configsoku: 【Cheap Toy】 Aoyama&#39;s Hero Shivatron ACE &quot;Giuseppe bruises&quot; &quot;Onite Makiyei&quot; deformation robot launched on sale https://t.co/8i3qgjHAhr https://t.co/8i3qgjHAhr https://t.co/8i3qgjHAhr https://t.co/8i3qgjHAhr https://t.co/8i3qgjHAhr,ja,Wed Oct 24 17:10:03 +0000 2018,ガルガンティアの端っこ ガルガンティア最高！,1146,1030
6756,7874,"RT @birolguven: Children are starting to hear, now @ ChannelD.",tr,Wed Oct 24 17:10:03 +0000 2018,,1638,1819
6757,7875,I added a video to a @YouTube playlist https://t.co/w3ArhZyBDx BIRMINGHAM CAMDEN,en,Wed Oct 24 17:10:03 +0000 2018,,11,34
6758,7876,RT @garyisaacs3: This says it all. These are the people with whom we share this country. https://t.co/VpwHEstn3e,en,Wed Oct 24 17:10:03 +0000 2018,"Earth, right?",465106,5281
6759,7877,RT @besiktaspolska: No Good intentions Dalavere VAR # Namoğlu,tr,Wed Oct 24 17:10:03 +0000 2018,"Beşiktaş, İstanbul",59439,5148
6760,7878,@ ayaya_pt2014 Thank you for your application. Confirm the result with a movie! Every day until 11/6 (Tuesday) ♪ https://t.co/4gUODRy89f https://t.co/wMGHabQeLz,ja,Wed Oct 24 17:10:03 +0000 2018,神奈川県海老名市,355,74135
6761,7879,RT @ Siouxsie Q5: Toe time from 🏊♀ 👣 in the morning 👣 👣 Time 💫 https://t.co/aBxzOie6Ld,ja,Wed Oct 24 17:10:01 +0000 2018,Far Away,2369,0
6762,7880,@blurryshines @flghtIess @DarkSideOfHead @celeaguss @DarknessFtCALM @FoxOfYourMom @todaypolarizze @girlydevil… https://t.co/e80Fpxx1Pu,en,Wed Oct 24 17:10:03 +0000 2018,,16112,924
6763,7881,RT @spykiatrix: I live in the countryside and I will explain what hunters do at home. Prerequisites: hunting is a pl ...,fr,Wed Oct 24 17:10:03 +0000 2018,"Midi-Pyrénées, France",967,47
6764,7882,@ Pyam_senpai &lt;/ 3,und,Wed Oct 24 17:10:01 +0000 2018,,3521,436
6765,7883,"RT @suchaqueent: Idc how hard life gets, I'm still gon be goofy.",en,Wed Oct 24 17:10:03 +0000 2018,,499,55
6766,7884,@feyzullahcakmak @MHP_Bilgi Chp&#39;s first act was EYT The minimum wage would be 2 thousand. Close the palace for palace waste .co https://t.co/9SELW6DP46,tr,Wed Oct 24 17:10:03 +0000 2018,,1038,73
6767,7885,RT @baseballot: Sigh. I guess everyone is going to overreact to early-voting numbers again. Here are all the ways that can go wrong:,en,Wed Oct 24 17:10:03 +0000 2018,"Tampa, FL",56228,888
6768,7886,RT @DaniGBAlvarenga: ITS JUST A JOKE! Misericórdia… https://t.co/o1uml5EXYv,es,Wed Oct 24 17:10:03 +0000 2018,Luanda,544,155
6769,7887,@christophervele I love you as a Christmas gift,es,Wed Oct 24 17:10:03 +0000 2018,Houston 🇺🇸🇩🇴,7973,403
6770,7889,RT @luisaconpaz: A cell phone! We can not get used to that in this country a cell phone is worth more than a life https://t.co/KGx0VCd5C5,es,Wed Oct 24 17:10:03 +0000 2018,Venezuela.,4615,609
6771,7892,RT @ mimamamemima_11: and meanwhile I ... https://t.co/xUl4FSX4jD,es,Wed Oct 24 17:10:03 +0000 2018,"Messery, France",17170,1515
6772,7893,"Do you want to feed me as funny as my friend, https://t.co/PLOu4ghn0o",in,Wed Oct 24 17:10:03 +0000 2018,,1507,794
6773,7897,"Whoever prays Laylat al-Qadr with faith and reward will forgive him the sins of his past, and whoever fasts Ramadaan with faith and reward will forgive him the sins of his sins. - Sahih al-Bukhaari ﷺ # ﷺ",ar,Wed Oct 24 17:10:04 +0000 2018,حائل,1,297
6774,7899,"I&#39;m going to throw up with a headache ... Good night,",ja,Wed Oct 24 17:10:04 +0000 2018,,103,41
6775,7900,"RT @ashu3page: 1.Sanjiv Chaturvedi exposed AIIMS scam, govt punished him instead of culprits.

2.Verma exposed Extortion racket in CBI, gov…",en,Wed Oct 24 17:10:04 +0000 2018,"Kannauj, India",18705,134
6776,7901,"RT @John_John: I can not wait to see it! I like this song very much. Bella is a good camera angle, good job, good storytelling, hiding hero.",th,Wed Oct 24 17:10:04 +0000 2018,,27655,1936
6777,7902,@baektrek THATS EXACTLY WHAT IM PLANNING TO DO,en,Wed Oct 24 17:10:04 +0000 2018,,760,25
6778,7903,I do not sleep!,ja,Wed Oct 24 17:10:04 +0000 2018,,0,255
6779,7904,RT @faretheeweIl: and the injustice that was done and continues being done to all people with HIV and AIDS.,en,Wed Oct 24 17:10:04 +0000 2018,"Buenos Aires, Argentina",1138,414
6780,7905,"RT @MalagaCF: MCFTV | @Munir_Mohand feels very comfortable with us. We also with him! 😊💙 Congratulations, MVP! 😘 #Porterazo https: ...",es,Wed Oct 24 17:10:04 +0000 2018,Bangladesh,27020,1206
6781,7906,RT @SymoneDSanders: Mailing bombs to folks’ homes and workplaces - these are acts of terrorism.,en,Wed Oct 24 17:10:04 +0000 2018,,63540,1862
6782,7907,RT @Yuniquethedream: If I gotta buy my own Ugg’s and hair this fall/ winter ain’t NOBODY getting no PUSSY ‼️🤪,en,Wed Oct 24 17:10:04 +0000 2018,Payson ❤️,10413,3910
6783,7908,"”But he cannot fix his fate with his fingernails, like his gilded poly-paper papers.“",tr,Wed Oct 24 17:10:04 +0000 2018,,598,7
6784,7909,@Cheef___Keith Fact,en,Wed Oct 24 17:10:04 +0000 2018,"Mombasa, Kenya",1691,6408
6785,7910,"RT @krassenstein: Bombs sent to:

- George Soros 
- The Clinton’s
- Obama
- John Brennan 
- CNN 

People/Organizations that Trump and the f…",en,Wed Oct 24 17:10:04 +0000 2018,"Texas, USA",19875,1320
6786,7911,RT @ a No 2 mass: household thief https://t.co/okjForX 8 uS,ja,Wed Oct 24 17:10:04 +0000 2018,ビス子,2528,359
6787,7912,What can ABLE Funds be used for? They can be used for  “qualified disability-related expenses.” Learn more https://t.co/ZbMt68wqEZ,en,Wed Oct 24 17:10:04 +0000 2018,,426,429
6788,7913,"RT @realdanielemeka: When you realize your wife is the head of the home, that's probably when you're ready for marriage 😪😥",en,Wed Oct 24 17:10:04 +0000 2018,,735,132
6789,7914,A Star to Guide Us Part Two Misadventures with Fay and Murke Ep 16: https://t.co/G31QDoxgB6 via @YouTube,en,Wed Oct 24 17:10:04 +0000 2018,USA,8,7
6790,7915,RT @mahmoudelfayez: No new 180 minutes of fighting and focus to grab the African Cup. !! Let&#39;s be optimistic about Rades Stadium ...,ar,Wed Oct 24 17:10:04 +0000 2018,,9114,61
6791,7916,RT @10_2cee: https://t.co/fHOy61hAIm,und,Wed Oct 24 17:10:03 +0000 2018,dp,42424,775
6792,7917,@cnnbrk not as painful as it was to one guy,en,Wed Oct 24 17:10:04 +0000 2018,NYC,1550,119
6793,7918,RT @TuitterBoca: #VamosBoca https://t.co/VD7iL9uf3u,und,Wed Oct 24 17:10:04 +0000 2018,"Mercedes, Argentina",966,624
6794,7919,RT @lil14l: Only children are the true beauty of this world https://t.co/lGP0LllWOE,ar,Wed Oct 24 17:10:04 +0000 2018,,1555,21912
6795,7920,https://t.co/2E0PO5e4y4,und,Wed Oct 24 17:10:03 +0000 2018,大阪市,90978,429
6796,7921,"RT @SenSchumer: Good morning, America. This is a lie. https://t.co/JXD8RzxJ1Y",en,Wed Oct 24 17:10:04 +0000 2018,,35761,75
6797,7922,"That feeling when your flight and plane landed in Chisinau, and you are somewhere around Milan 🤦🏻‍♀️",ru,Wed Oct 24 17:10:04 +0000 2018,Moldova,264,190
6798,7923,RT @horus_n: #Togo could become worst than Somalia soon if the regime of Faure Gnassingbé does endorse a path to democracy. We hope that is…,en,Wed Oct 24 17:10:04 +0000 2018,"Cincinnati, OH",394,75
6799,7924,"Then, the other days did not spend 20 min without it raining and now the heat has me suffocating, sweating like crazy",es,Wed Oct 24 17:10:04 +0000 2018,Dominican Republic,6071,73
6800,7925,RT @twitterrules: I&#39;m not sure what to do.,pt,Wed Oct 24 17:10:04 +0000 2018,"Porto, Portugal",3405,373
6801,7926,"RT @yashar: Almost 2 hours after CNN was evacuated, the Trump campaign sent this email, signed by Lara Trump. The email attacks CNN and inc…",en,Wed Oct 24 17:10:04 +0000 2018,USA,110580,2865
6802,7927,RT @nmvv___: Translation: Oreo (1) YEAH! Want to eat cookies HAH! Want to eat WHOO cream! I want to eat YO! Just eat the twist! I love the Oreo ...,th,Wed Oct 24 17:10:04 +0000 2018,,12681,642
6803,7928,do not sleep,pt,Wed Oct 24 17:10:04 +0000 2018,"São José dos Pinhais, Brasil",45592,2702
6804,7929,"RT @letra_escarlata: Save the boy child &quot;Save me from being a bad boy, teach me to behave with women, not to become a hom ...",es,Wed Oct 24 17:10:04 +0000 2018,,5358,207
6805,7930,RT @juannisaac: boi I really thought ya pants up that high at first... https://t.co/DFRDiaEXj1,en,Wed Oct 24 17:10:04 +0000 2018,"Arlington, TX",1054,79
6806,7931,@jordandepauww @distortedd_ @nottydesignss @etherealartiste ❤️😭,und,Wed Oct 24 17:10:04 +0000 2018,,29936,6178
6807,7932,"RT @ClenchedFisk: care to comment, @benshapiro ? https://t.co/xkQvhjH31x",en,Wed Oct 24 17:10:04 +0000 2018,United States,130115,3369
6808,7933,https://t.co/nhGjVOweW5,und,Wed Oct 24 17:10:04 +0000 2018,"Virginia, USA",0,17
6809,7934,"RT @anandraaj07: https://t.co/Wg7hTSotpb
We Indians should not rely on liars. 

It is high time we Indians know about the historic role of…",en,Wed Oct 24 17:10:04 +0000 2018,,63168,1119
6810,7935,RT @_LitLadd: Retweet for goodluck https://t.co/Fo2y0pilOo,en,Wed Oct 24 17:10:04 +0000 2018,,23561,160
6811,7936,@eletropaulaa https://t.co/YjbMR0sGQc,und,Wed Oct 24 17:10:04 +0000 2018,,1422,697
6812,7937,RT @ bola2016: @DoudouKajangu @CNangaa 1. My approach and my convictions remain constant: I fight a diet and I frame my in ...,fr,Wed Oct 24 17:10:04 +0000 2018,"Renaix, Belgique",4654,11346
6813,7938,RT @leathershirts: me and the pillsbury dough boy are not dating. stop spreading rumors,en,Wed Oct 24 17:10:01 +0000 2018,ɴᴊ • ᴄᴀ • ꜰʟ • ɴʏ,9612,101
6814,7940,Smith (@SpencerSmith_63) a #UMass commit,en,Wed Oct 24 17:10:04 +0000 2018,McGuirk Alumni Stadium,2548,1873
6815,7941,"Whether the hashtag (# MotoGP_jp # MotoGP Japanese Grand Prix watching) effect, Twin Ring Motegi Official (@ motegi_official) Retweet effect, Marshall&#39;s popularity thanks, sometimes a couple of &#39;good likes&#39; notices ... https: //t.co/ouKGjDY9Lm",ja,Wed Oct 24 17:10:04 +0000 2018,"Okayama , Japan",1463,99
6816,7942,https://t.co/QvkCW9Xa7q,und,Wed Oct 24 17:10:04 +0000 2018,,0,0
6817,7944,Shadow pleasures at workplace PC (1&gt; ◡ &lt;1) https://t.co/7P0zKDkxIp,ja,Wed Oct 24 17:10:04 +0000 2018,,489,320
6818,7945,RT @ruckin_: y’all make me feel so much better about my mistakes in life https://t.co/NZ90jNkEDe,en,Wed Oct 24 17:10:02 +0000 2018,"Niterói, Rio de Janeiro ",3870,411
6819,7946,"RT @pedamac: A Star is Born (2018)

Bradley Cooper: Here’s what we’re gonna do. Ur gonna sing that song that I love.

Lady Gaga: no I can’t…",en,Wed Oct 24 17:10:04 +0000 2018,Camden | Athens ,24455,1029
6820,7947,Let&#39;s talk about what I think long ago # bombing bot,ja,Wed Oct 24 17:10:05 +0000 2018,,374,26
6821,7948,RT @JohnMcDonald I have been to the warmth of #Nut of the world is really 🦋 Hui ...,th,Wed Oct 24 17:10:05 +0000 2018,,13399,54
6822,7949,"And, it's also certain that whatever the era, there are intellectuals who mistake the value of art.",en,Wed Oct 24 17:10:05 +0000 2018,ブロードウェイ117番地,0,294
6823,7950,RT @John_John,th,Wed Oct 24 17:10:05 +0000 2018,babyfail,156,272
6824,7951,RT @JohnMcDonalds: RT @JohnMcDonald The second is to stir it up.,th,Wed Oct 24 17:10:05 +0000 2018,,432,246
6825,7952,RT @John_McDonald The children and the rich. 5 of 5 stars It&#39;s very good. https://t.co/kvexsK2Lbc,th,Wed Oct 24 17:10:05 +0000 2018,ประเทศไทย,1626,31
6826,7953,RT @ hahananaco: @ take_off_ dress International school &quot;everything&quot; is not subject to free-of-charge education. Many are out of scope and I pay for them properly. Is not it going to be eligible if you disclose school accounting? I can not explain what to use and who to use ...,ja,Wed Oct 24 17:10:05 +0000 2018,,10107,97
6827,7954,# Dongtan Office Girl [Search for &#39;Color Tower&#39; or &#39;Color Top Twitter&#39; on Google] ~ &#39;Believe in ~&#39; [sacktop1.ⓒⓞⓜ] Busan Office Girl # Gangnam Office $ Kangnam OP View $ Suwon Office # Suwon Office! OP # Jeonju Opie Girl $ Gangnam Opiee # Bucheon OP! Dongtan Opie # Jeonju Opie Girl% Daejeon OP Girl,ko,Wed Oct 24 17:10:05 +0000 2018,,0,16
6828,7956,@sqnatin_ It was a level guy I met for the first time in Maji,ja,Wed Oct 24 17:10:05 +0000 2018,wakayama,3198,121
6829,7957,RT @ videosgifs15: The girls are naked live on a newscast !. 😊😊 https://t.co/HTc33ThrBA,es,Wed Oct 24 17:10:05 +0000 2018,Argentina,12,205305
6830,7958,"RT @stampepk: You: How are edits going?
Me: https://t.co/sneFsQLse6",en,Wed Oct 24 17:10:05 +0000 2018,"Minneapolis, MN",3244,426
6831,7959,RT @Arrowgance_: But guys who have already cried for Football are not ashamed? Because I absolutely not,fr,Wed Oct 24 17:10:05 +0000 2018,,801,60
6832,7960,Temp=18.4*C Humidity=52.1%,fr,Wed Oct 24 17:10:05 +0000 2018,,0,6
6833,7961,@Cazzuuuuuuuuu Te amooooo reina❤,es,Wed Oct 24 17:10:05 +0000 2018,Caseros,250,170
6834,7962,RT @ yyigit76; …Applications senAccording to eriDays with ayHealth ➖ With the Hope iyleWho is entitled to play with dreams ➖,tr,Wed Oct 24 17:10:05 +0000 2018,"Erzurum, Türkiye",1269,124
6835,7963,@damnozansoy I&#39;m so happy to do it or yğedlmfkffkdk,tr,Wed Oct 24 17:10:05 +0000 2018,"Los Angeles, CA",85672,3063
6836,7964,"RT @FootballUGA: Takeoff 🚀
#ATD #GeorgiaFootball https://t.co/bA8SR2bEyD",en,Wed Oct 24 17:10:05 +0000 2018,"Monticello, GA",15750,460
6837,7965,@SheaRacing @Bubbaburger @Lucas_Oil @COOLSHIRT @WomensSportsFdn @IMSA @cheddar @SInow @PrecisionPerf @espnW… https://t.co/LKE71UvnGs,en,Wed Oct 24 17:10:05 +0000 2018,"Winter Garden, FL",6425,294
6838,7966,So supportive 👏💕 #Expectations,en,Wed Oct 24 17:10:05 +0000 2018,Nowhere,6458,885
6839,7967,RT @Rcpcdc: The most beautiful part of our childhood,tr,Wed Oct 24 17:10:05 +0000 2018,İSTANBUL,2357,77863
6840,7969,RT @JayWebberNJ: Criticizing a candidate on the issues is part of politics. Threatening my children is not. We are thankful for the support…,en,Wed Oct 24 17:10:05 +0000 2018,"Alabama, USA",19115,82
6841,7970,Lmaoooo,ht,Wed Oct 24 17:10:05 +0000 2018,Shaolin,1451,1544
6842,7971,"RT @JustUnstoppable: Let's get it straight: 
#WasteItOnMe is Aoki's song. He is taking lead in the production. Whether it's the language, t…",en,Wed Oct 24 17:10:05 +0000 2018,Namjoon's tiddies ,6341,215
6843,7972,Just so sad https://t.co/QrD7s8E5i5,en,Wed Oct 24 17:10:05 +0000 2018,,1126,289008
6844,7973,RT @vai3333: #CHILE https://t.co/hPb75FM7Pc,und,Wed Oct 24 17:10:05 +0000 2018,"Villa Allende, Argentina",18434,748
6845,7975,"RT @matthewamiller: Trump is not directly accountable for what a crazy person might do, but his division &amp; fearmongering has consequences.…",en,Wed Oct 24 17:10:05 +0000 2018,"Raleigh, NC",69520,335
6846,7976,"Between Tuesday, October 23, 20.00, and Wednesday, October 24, 05.30 am a home burglary took place at the Forsythiastraat ... https://t.co/yxj7GXz5zu",nl,Wed Oct 24 17:10:05 +0000 2018,Wezep Oost,630,4206
6847,7978,RT @ rydhprobetting1: AAAAAND GOOOOOOOOOOOOOO !! ✅💫✅💫✅💫⚽️💫✅💫✅💫 The 75 first people like RETWEETAR and FOLLOW get the night&#39;s heaviest game from ...,sv,Wed Oct 24 17:10:05 +0000 2018,,17692,49
6848,7979,#MMD BOTH NAVARRO VOMO THE MARINE PIQUETERO ARE TERRORIST AND THEY WOULD HAVE TO EXPLAIN THAT THEY LIVE,es,Wed Oct 24 17:10:05 +0000 2018,,24770,2365
6849,7980,@ Mayar1024 Exactly,ar,Wed Oct 24 17:10:05 +0000 2018,قروب كويتنا للدعم ,151,1970
6850,7981,5 https://t.co/TZvKSPVbMz,und,Wed Oct 24 17:10:04 +0000 2018,Philippines,0,0
6851,7982,"""if yoongi was here, he would support me"" https://t.co/46KztjeRmZ",en,Wed Oct 24 17:10:05 +0000 2018,,163274,8304
6852,7983,"Neil Campbell ""I Must Have My Manias"" (self-released) October 23, 2018 https://t.co/qGlTa3g8Xt https://t.co/mlfzVQXFfh",en,Wed Oct 24 17:10:04 +0000 2018,,1,453
6853,7984,Anatolian News Agency announced that Saudi officials did not allow the Turkish police to inspect the water wells of the Consulate General of Turkey. ... https://t.co/WRi5rUPCsz,fa,Wed Oct 24 17:10:05 +0000 2018,Czech Republic,191,502743
6854,7987,RT @Twitter: 💙,und,Wed Oct 24 17:10:04 +0000 2018,+55 021,63984,2131
6855,7989,Yea fuck twitter too.,en,Wed Oct 24 17:10:05 +0000 2018,Chicago,287,99
6856,7994,@ Federic47277274 @SantiiiiBostero @SANGREXENEIZE Ganenla boys if not later disappear as they have been doing a few years ago haha,es,Wed Oct 24 17:10:01 +0000 2018,,2890,130
6857,7995,Sex! Sex! Sex in the bath!!!,en,Wed Oct 24 17:10:06 +0000 2018,,4,16
6858,7996,RT @JohnMcDonald,th,Wed Oct 24 17:10:06 +0000 2018,,2745,391
6859,7997,RT @ uehasu: This is a bit scary one on a regular basis. You keep animals · Have you experienced anyone who has kept it? Https://t.co/P000dKM8sC,ja,Wed Oct 24 17:10:06 +0000 2018,コウチディビジョン,1926,79
6860,7998,"I&#39;m bored and I pick up something real and I&#39;ll eat it ... Well, no matter what I am,",ko,Wed Oct 24 17:10:06 +0000 2018,,0,0
6861,7999,RT @alezander: i would do everything so differently https://t.co/4X8W89ucuX,en,Wed Oct 24 17:10:06 +0000 2018,,1419,300
6862,8000,Girls that snap themselves applying their lipstick?????,en,Wed Oct 24 17:10:06 +0000 2018,,66531,300
6863,8001,RT @JohnMcNews https://t.co/caeNrnjlVg,th,Wed Oct 24 17:10:06 +0000 2018,"Bangkok, Thailand",1196,87
6864,8002,RT @sandraapaw_: Your miracle money will locate you this week🎈,en,Wed Oct 24 17:10:06 +0000 2018,Everywhere,1650,1312
6865,8003,@ RPG_95YANJUN Lin is yanto. Yanto is lin. That is all and thank you,in,Wed Oct 24 17:10:06 +0000 2018,#RPGFAMS,181,1880
6866,8004,@delfii_piccini Going,es,Wed Oct 24 17:10:06 +0000 2018,Hogwarts ,24163,1598
6867,8005,Was trying to give my sister some Make Up but she wanted $20 dollars #okaysis,en,Wed Oct 24 17:10:06 +0000 2018,,10,9
6868,8006,RT @BONDEDBYANGELS: https://t.co/hVe4Vk85Uw,und,Wed Oct 24 17:10:06 +0000 2018,,5486,640
6869,8008,"RT @KSAmofaEN: #CrownPrince at the Future Investment Initiative @FIIKSA

""I LIVE AMONG A GREAT PEOPLE"" https://t.co/uQw9pDQIzL",en,Wed Oct 24 17:10:06 +0000 2018,,1812,197
6870,8009,RT @santosreally: What excuse do you use the most? - &quot;My mother did not leave&quot; https://t.co/1Yv4FBHISW,pt,Wed Oct 24 17:10:06 +0000 2018,Na casa do krlh💙,450,102
6871,8010,"RT @Milenio: It&#39;s not your cell phone&#39;s fault DELIBERATELY #Apple and #Samsung have slowed down their equipment 😱😡 But neglect, justice and ca ...",es,Wed Oct 24 17:10:06 +0000 2018,"Pachuca, Hidalgo",702,123313
6872,8011,RT @ Anjobela2: people &quot;rs&quot; is not a laugh Eh flirting or debauchery,pt,Wed Oct 24 17:10:06 +0000 2018,"Belo Horizonte, Minas Gerais",2801,4490
6873,8012,RT @martaaalopez_: quee ganas de carnivals,es,Wed Oct 24 17:10:06 +0000 2018,"Las Palmas, Islas Canarias",6961,114
6874,8013,RT @CucukBaran: Friends are slowly approaching our target. Let&#39;s not relax.,tr,Wed Oct 24 17:10:06 +0000 2018,,33,616
6875,8014,"RT @LaResistencia: The question of money today is going to be done with pleasure, @jordievole #LaResistencia https://t.co/awm4diSBmN",es,Wed Oct 24 17:10:06 +0000 2018,"Barcelona, España",11732,1549
6876,8015,RT @mareybands: Someone else must know this story since someone snitched lmaooo. https://t.co/WCYKcK16XE,en,Wed Oct 24 17:10:06 +0000 2018,,1903,763
6877,8016,RT @Gonzotronic: Why the dictator Nicolas Maduro does not activate flights and bring all those Hondurans who flee from capitalism to the country ...,es,Wed Oct 24 17:10:06 +0000 2018,,134,500
